customer_id,name,email,country,purchase_amount
1670,Crystal Gordon,jasmine14@example.com,Jamaica,109.87
6055,Jade Simmons,rcunningham@example.net,Montenegro,7961.28
9597,Cheryl Johnson,anthony27@example.net,Heard Island and McDonald Islands,5588.06
2824,Carrie Burnett,johnsonjohnny@example.com,Luxembourg,5977.85
2549,Victoria Pierce,michelle30@example.org,Gibraltar,4701.1
3441,Megan Wright,jason99@example.com,United States Virgin Islands,4781.83
2717,Gregory Lozano,mrichardson@example.com,American Samoa,2821.55
6503,Jo Cox,williamsgarrett@example.org,Dominica,9013.74
5158,Sarah Williams DDS,derrick36@example.org,Timor-Leste,5212.37
8897,Charlotte Townsend,michaelklein@example.com,Switzerland,3976.64
8162,Justin Calderon,calvin15@example.net,Isle of Man,4870.92
4637,Taylor Carter,holly27@example.net,Venezuela,2366.22
6900,Mr. William Garcia DDS,marvinjohnson@example.org,Maldives,4352.89
8709,Gregory Anderson,carlsonleslie@example.net,Micronesia,4843.98
5039,Kristina Campbell,jeffrey15@example.com,United States Virgin Islands,7265.72
1855,Ashley Reynolds,ewaters@example.net,United States Virgin Islands,4045.07
2730,Jim Hall DDS,michaeltapia@example.org,Norway,6624.03
5564,Kathy Rosales,danielmartinez@example.org,Saint Helena,3222.43
5501,Mary Daniels,gregory79@example.net,Christmas Island,6944.81
2465,Randall Allen,cynthia60@example.org,Niue,576.24
6494,Kevin Davenport,schmidtrebecca@example.com,Christmas Island,1801.61
1636,Adam Mcdonald,ajones@example.net,Namibia,9555.57
7884,James Jones,kathleenroberts@example.com,Norway,7173.92
3293,Kaitlin Jackson,zbrown@example.org,Ethiopia,1745.85
1699,Cory Williams,rachel15@example.com,Saint Pierre and Miquelon,1631.79
7533,Carl Jones,ichan@example.com,Christmas Island,2143.39
7112,Andrew Simmons,katelynoconnor@example.com,Switzerland,5349.73
8351,Nicole Flores,alexandermills@example.com,Jamaica,7270.12
5159,Jason Smith,sarahwong@example.org,Aruba,5077.93
9456,Cheyenne Brown,joseph16@example.net,Oman,9307.98
7401,Stacy Brandt,whoffman@example.org,Albania,9738.93
9759,Barbara Joseph,ljones@example.net,Mozambique,418.02
5751,Jonathan Morales,richard63@example.com,Burkina Faso,7134.34
4651,Fred Dunn,roger33@example.com,Mauritania,2152.85
8843,Laurie Davis,daniel77@example.net,Poland,2312.3
7387,Morgan Martin,kfranklin@example.org,Greenland,558.44
9869,Kirsten Castro,cwade@example.org,Iceland,3454.64
4429,Patrick Goodwin,mooremarc@example.com,Bosnia and Herzegovina,5109.56
3613,Sara George,haydenpoole@example.com,Belarus,3525.32
3437,Dale Hicks,vmitchell@example.org,Burundi,7600.5
1754,Sabrina Buchanan,jmoore@example.net,Norfolk Island,541.81
5133,Nicole Richardson,shelly07@example.org,Cayman Islands,1454.92
9267,David Smith,lisamartin@example.com,Congo,5667.81
8385,Robert Adams,storres@example.net,Martinique,1912.43
4881,Jennifer Reed,ralph32@example.org,Grenada,477.1
2032,Sean Green,lindaramos@example.org,Lesotho,316.51
2222,Mary Ruiz,belldanny@example.net,Belarus,4956.77
9925,Robert Petersen,nhartman@example.com,Sao Tome and Principe,1086.82
5427,Chase Jennings,santosjennifer@example.com,Micronesia,1363.27
9145,Danielle Oconnor,jonmccarthy@example.net,Saint Martin,7683.61
8309,Phyllis Nelson,xdavis@example.org,Cocos (Keeling) Islands,2718.22
6280,Jennifer Wright DDS,frice@example.net,Peru,6207.13
7890,Alicia Tyler,jtownsend@example.com,Botswana,6167.14
1469,Ashley Hicks,andrewhutchinson@example.com,Solomon Islands,1513.09
5211,Alyssa Wilson,wlewis@example.com,Barbados,5820.22
2721,Emily Martinez,uwalker@example.net,Gambia,6216.24
5739,Valerie Kemp,daniel44@example.com,Syrian Arab Republic,9568.01
2377,Dustin Mendez,wardchristian@example.com,Norfolk Island,1597.85
6759,John Alvarez,wendyzhang@example.net,Bolivia,9989.51
2974,Amber Donovan,michellechavez@example.org,Liechtenstein,658.88
4415,Stephanie Simmons,mcgeejennifer@example.com,Nepal,8442.2
6692,Anthony Stewart,donna88@example.net,Nepal,663.0
5064,Andrew Parsons,james28@example.com,Northern Mariana Islands,5975.61
5711,Robert Allen,townsendjim@example.net,Antarctica (the territory South of 60 deg S),2541.11
7749,Michael Tucker,bcollier@example.net,Singapore,3590.97
7893,Lauren Short,alyssagriffith@example.com,Cape Verde,5137.77
1979,William Howell,calderonjohn@example.com,Lithuania,5153.27
5610,Sarah Porter,emmalove@example.net,Saint Helena,5166.59
3796,Tracy Miller,suzannerice@example.com,Nauru,6957.9
6767,Regina Garcia,kristiewatson@example.net,Marshall Islands,1004.51
2523,Jade Gardner,phyllisknight@example.com,United States Virgin Islands,8209.4
6082,Steven Hughes,david23@example.com,Tanzania,5420.01
3420,Kelsey Dixon,coreyjones@example.org,Mali,2429.94
4054,Melinda Dillon,jill87@example.net,Brazil,6526.32
4663,Brian Simmons,veronica30@example.org,New Zealand,9647.15
8207,Kimberly Cox,eddiemueller@example.net,Madagascar,6538.7
1538,David Atkins,velezscott@example.org,Thailand,1586.22
1014,Russell Burke,vparker@example.net,Montserrat,7348.73
6654,Jill Wright,david43@example.com,Saudi Arabia,9493.99
9389,Nichole Nelson,denise58@example.org,Tuvalu,7790.74
8589,Peter Carter,mmendez@example.net,Ecuador,910.35
9044,Matthew Harrington,amber04@example.com,United States Virgin Islands,4538.83
3617,Robert Lawrence,porterkelsey@example.org,Portugal,5039.14
3451,Vanessa Jenkins,jbrewer@example.org,Seychelles,283.95
8421,Robert Johnson,robertbarnes@example.org,Cayman Islands,1870.96
2654,Tracy Rogers,joyschneider@example.com,Niue,4278.55
9496,Nicole Zuniga,wendy77@example.org,Samoa,3919.97
2808,Mark Reed,colleennorris@example.net,Saint Barthelemy,1163.01
3779,Katherine Stephens,olivia63@example.net,Sweden,2779.45
9030,Debbie Mitchell,normandustin@example.net,Lesotho,7413.5
9224,Francisco Nolan,martinangel@example.net,Uruguay,3910.49
5266,Vincent Rodriguez,nrivera@example.org,United Kingdom,9845.43
2722,Mark Yang,landryanna@example.net,New Caledonia,475.5
2057,Mary Howard MD,melissacardenas@example.net,Saint Martin,384.22
8384,Heidi Brown,kavery@example.net,Norfolk Island,7283.44
9101,Tyler Dominguez,clarkchelsea@example.com,Kyrgyz Republic,7687.51
6187,Collin Simon,irwinshelby@example.com,Cameroon,7490.08
2691,Derek Mckenzie,schwartzamanda@example.org,Barbados,427.86
3918,Kristine Brown,stewartjoshua@example.org,Reunion,426.32
2915,Kevin Brown,castrotracy@example.com,Russian Federation,479.33
6486,Tyler Hanson,fdiaz@example.com,Comoros,6534.74
7997,Sara Mcconnell,tiffanydouglas@example.com,Pitcairn Islands,555.1
7022,Daniel Williams,jessicamunoz@example.org,Madagascar,3633.77
5600,Mrs. Shannon Cooper,amandagould@example.com,Sweden,3215.36
7322,Kenneth Bishop,janesimmons@example.net,Samoa,4619.04
9167,Kenneth Hodge,david99@example.net,Marshall Islands,2565.73
3203,William Morton DDS,isaiahcooley@example.net,Mozambique,4489.78
2971,Jennifer Thomas,jamesmoss@example.net,Poland,7148.06
8185,Annette Brooks,sarah51@example.com,Chad,3413.1
6450,Edward Hart,lovechristy@example.com,Saint Pierre and Miquelon,9104.68
6958,Craig Wade,cruzmichele@example.org,Dominican Republic,8065.45
1768,Gary Buck,coopermichael@example.com,Saint Pierre and Miquelon,1262.73
5585,Ronald Coleman,qramos@example.com,Netherlands,1533.19
8111,Evan Franklin,laurenhernandez@example.com,Equatorial Guinea,369.0
4980,Andrew Smith,richardhall@example.org,Central African Republic,826.15
3406,Dawn Wilson,victoria87@example.net,Cocos (Keeling) Islands,2196.06
5805,Kari Robinson,timothybrown@example.org,Kenya,8305.47
5587,Rachel Garcia,wrightmichael@example.org,Bahrain,7051.34
2002,Jordan Lawrence,walkerjohn@example.com,Benin,8936.89
1491,David Wells,peterjenkins@example.net,Nauru,8298.72
6512,Tammy Mcclain,jacquelineedwards@example.org,Mozambique,7938.03
3758,Robert Harmon MD,shane92@example.org,Namibia,2922.84
1280,Mark Harris,amandaryan@example.net,Slovakia (Slovak Republic),3829.69
8457,Dr. Patricia Garcia,patricia29@example.com,Sierra Leone,618.11
6840,Jonathan Johnson,samanthaallen@example.com,Monaco,1128.54
9211,Nicole Hall,zparrish@example.com,Niue,6682.09
4871,Taylor Roberts,jdodson@example.net,North Macedonia,7614.93
3294,Ashley Patton,andrewrobinson@example.org,Maldives,3170.16
9707,Matthew Perry,diazjames@example.org,Monaco,4028.04
1223,Matthew Cox,deborahnoble@example.com,Mauritania,3937.28
8078,Daniel Harris,zpeters@example.net,Ireland,9803.89
3551,Ashley Guerrero,dawn77@example.org,Cook Islands,8675.74
5622,Chelsea Gates,patriciamitchell@example.net,Norway,6179.26
3637,Daniel Mcconnell,npollard@example.net,Pitcairn Islands,4234.03
7845,Debra Rosario,youngbrandon@example.net,Mauritius,1000.88
9202,Andrew Ramirez,debra37@example.org,Isle of Man,2067.15
7000,Edwin Meyer,ysharp@example.net,Argentina,6596.2
4719,Angela Martinez,gmckee@example.com,Martinique,4604.96
8107,Dr. Christopher Martin,pearsonabigail@example.net,Norfolk Island,598.21
3212,Tiffany Erickson,scott86@example.com,Saint Martin,4209.27
1329,Zachary Smith,myoung@example.net,Ireland,4648.19
6199,Michelle Johnson,mark51@example.com,Equatorial Guinea,2132.24
3400,Javier Lopez,lisa80@example.com,New Caledonia,9561.33
6067,Jacqueline Frazier,pamela13@example.net,Tokelau,1477.25
4788,Mary Thomas,sbradley@example.net,Tokelau,8049.95
9500,Kimberly Brooks,watsonrobert@example.org,Saint Vincent and the Grenadines,7855.38
5066,Danielle Warner,philiprusso@example.net,Finland,7365.69
6018,Ricardo Lozano,gdiaz@example.net,Congo,686.83
4248,Felicia Fisher,collinserika@example.com,Myanmar,3131.05
7853,Edward Scott,markcruz@example.net,Zimbabwe,464.81
8732,Anna Dunn,jerrysilva@example.com,Philippines,6309.72
8488,Francisco Solis,mbrown@example.org,Panama,7536.07
2886,Nancy Young,meganjarvis@example.net,Sudan,682.4
3828,Nancy Bishop,leechristine@example.net,Tonga,9098.99
4531,Alex Ruiz,jonestanya@example.net,Burundi,5464.12
6235,Jessica Hall,edwardsrichard@example.org,Gibraltar,595.63
3646,Brandon Ferguson,michelledawson@example.net,French Southern Territories,4239.2
3083,Philip Arellano,destiny30@example.net,Macao,2072.31
8495,Michele Santiago,mbarber@example.net,Holy See (Vatican City State),4960.93
5115,Mr. Franklin Espinoza DDS,bmartinez@example.net,Nigeria,3635.53
6096,Marissa Henderson,tracey60@example.net,Kenya,7270.66
1239,Kurt Dorsey,joseph18@example.org,Guinea-Bissau,5279.43
3037,John Johnson,yobrien@example.org,Reunion,8487.54
9623,Levi Schmidt,whitejames@example.net,Bulgaria,9579.59
5905,Ryan Reynolds,sherri17@example.net,Slovakia (Slovak Republic),2797.49
6862,Sharon Jones,kathrynmiles@example.com,Japan,4532.71
1345,John Olson,vsmith@example.com,Cuba,4655.18
2060,Edwin Harris,pbass@example.org,Congo,4581.34
3771,Jordan Wilson,mblack@example.org,Sri Lanka,8179.84
4714,Joseph Cox,stricklandglenda@example.net,Norfolk Island,7021.45
5783,Keith Wood,kelly02@example.org,Iraq,5219.48
7936,Terry Jones,stoneapril@example.net,Pitcairn Islands,606.34
9127,Katrina Roberts,vsmith@example.net,Burundi,1545.49
8879,Alyssa Cox,moranmakayla@example.net,Papua New Guinea,4181.85
1611,Alexis Weaver,dhart@example.net,Argentina,7470.37
3246,Ashley Jones,gregory05@example.org,South Africa,4121.3
4607,Matthew Snyder,jcannon@example.com,Kyrgyz Republic,7209.14
6337,Tracey Mcdonald,hsanders@example.net,Saint Barthelemy,9461.9
5204,Matthew Ellis,thomaswilliams@example.net,Bhutan,5723.7
7513,Marie Sharp,bryantstephanie@example.com,Cameroon,440.93
3981,Daniel Greer,rcabrera@example.com,Switzerland,7541.49
2957,Bradley Johnston,kathymoore@example.com,Mozambique,3456.69
3163,Shelby Williams,brookefarley@example.net,Palau,232.19
5706,Amy Anderson,michealobrien@example.com,Sweden,6422.55
8702,Stephanie Clark,karenprice@example.net,Eritrea,888.26
9538,Jacob Walker,wthompson@example.com,Bulgaria,1694.39
1339,Jeremy Collins,briankim@example.org,Tonga,8037.58
9948,Brandon Jones,bobbyward@example.net,Grenada,9592.19
9472,Cynthia Mckee,mcphersoncarla@example.org,Peru,1536.21
2779,Louis Villa,sglenn@example.org,Mauritius,1294.4
6152,Lawrence Morrison,lindaarellano@example.org,Sweden,4040.1
8129,Rebecca Petersen,edwardwagner@example.com,Bouvet Island (Bouvetoya),543.36
8614,Dennis Young,beanchristina@example.net,Angola,9721.79
9489,Ronald Russell,cassandra70@example.net,Suriname,8139.18
8242,Jordan Welch,shawnmoody@example.com,Singapore,1807.33
5903,James Quinn,howard67@example.com,Peru,5301.85
4457,Michelle Young,patrick02@example.org,Gabon,3726.79
1443,Carlos Jones,whines@example.net,Saint Martin,3600.91
6324,Robert Evans,robinsonderek@example.com,Spain,4158.18
5747,Raymond Johnson,pfrench@example.org,Lao People's Democratic Republic,2005.6
3527,Valerie Gibson,orodriguez@example.com,Cape Verde,159.59
7028,Amanda Ward,derrick25@example.org,Saint Helena,4857.02
9395,Nathan Le,vaughntracy@example.com,Iraq,5474.31
3460,Mrs. Crystal Flores,pittsjoshua@example.com,Vanuatu,6582.55
2505,David Mcclain,grantsanchez@example.org,Benin,7957.83
4485,Michele Nguyen,josephpoole@example.net,Fiji,4288.57
2490,Michael Love,ehubbard@example.com,British Virgin Islands,3375.94
5866,Brent Johnson,martin87@example.com,Equatorial Guinea,6569.69
6713,Robert Garcia,benjaminjordan@example.net,American Samoa,4863.35
5810,David Mayer,brianrojas@example.com,Isle of Man,1705.99
4380,Scott Cook,sean40@example.com,Chile,1497.61
9955,Jon Greene,susan28@example.net,Namibia,1779.98
5472,Teresa Nguyen,wrightstephanie@example.com,Dominican Republic,681.69
1533,Matthew Mack,schmidtbrian@example.com,Algeria,5598.73
5809,Michael Castaneda,anna59@example.net,Canada,3453.35
4793,Caroline Garcia,lgalvan@example.net,Benin,3187.18
1361,Katherine Forbes,alan34@example.net,Czech Republic,891.45
8310,Robin Leonard,wilcoxmolly@example.net,Congo,2940.29
7126,Brian Hunt,mannjustin@example.org,Pakistan,2638.93
8011,Victoria Watson,heatherjohnson@example.com,United Kingdom,9736.36
3946,Regina Proctor,vwebster@example.net,Uzbekistan,5990.07
8521,Russell Clayton,rodney85@example.com,Cote d'Ivoire,5234.64
6424,Rebecca Gutierrez,dunnnicholas@example.net,Dominican Republic,4214.43
2091,Douglas Davis,jesus60@example.com,Yemen,6569.37
8060,Sharon Long,vjones@example.org,Egypt,8175.39
6708,Ryan Johnson PhD,roger76@example.org,Nepal,7613.5
1863,James Jones,thorntonmark@example.com,Turks and Caicos Islands,2842.36
9868,Nicole Joyce,annaferrell@example.org,Zambia,625.45
3798,Xavier Osborne,morgangriffin@example.org,Chile,9532.82
5129,Amanda Robinson,riveradeborah@example.net,Italy,4053.95
2288,Mr. Xavier Smith DDS,daniellelynch@example.org,Congo,5701.43
7474,Susan French,james93@example.org,Cocos (Keeling) Islands,1619.39
5174,Shelly Thompson,gparks@example.net,Andorra,292.95
4253,Frank White,heatherrodriguez@example.net,Dominican Republic,8959.0
4998,Nichole Hernandez,alexandrabridges@example.org,Colombia,1544.08
8994,Todd Brown,ctucker@example.net,Luxembourg,9702.01
4653,Andrew Garcia,davisjamie@example.org,Slovakia (Slovak Republic),8688.52
1778,Brian Brown,andrew47@example.com,Jordan,8872.79
2743,Ronald Lewis,penajonathan@example.org,Canada,4587.21
6583,Jennifer Blackwell,fergusondebra@example.net,Egypt,259.76
2129,Michaela Proctor,hayessamuel@example.com,Ecuador,9972.91
9917,Michael Mason,asmith@example.com,Bolivia,4145.09
6822,Scott Thompson,mariahardin@example.net,Bulgaria,1875.5
5683,Timothy Page,haynesmatthew@example.net,France,8181.89
6943,Ronnie Brown,nallen@example.com,Cote d'Ivoire,4667.34
4611,Rebecca Church,daniel09@example.com,Greece,5181.13
6067,Travis Johnson,xpineda@example.org,Malaysia,501.1
7439,Karen Alvarado,gutierrezrobert@example.net,Afghanistan,772.9
7452,Nathaniel Fox,brownnicole@example.com,Tokelau,1167.17
5485,Cody Hernandez,kyle94@example.net,France,9795.86
9741,Lori Sims,zdavila@example.com,Central African Republic,7100.95
8706,Denise Brown,judithparker@example.com,Uganda,1464.19
1369,Michael Allison,shannonleslie@example.org,Mozambique,3861.08
5655,Susan Finley,hernandezanthony@example.net,Paraguay,2180.22
4340,Luke Davis,sandra89@example.org,France,2106.9
6826,Jane White,josecasey@example.com,Christmas Island,728.93
5406,Tracy Palmer,michael37@example.net,Lao People's Democratic Republic,5945.49
2455,Roger Suarez,tglover@example.org,Azerbaijan,7149.86
9481,Jessica Kramer,kelly12@example.org,Netherlands,1181.54
6547,Melvin Smith,qwilliams@example.com,Gibraltar,1351.26
3220,Philip Silva,fward@example.net,Turkey,7368.2
5713,Tiffany Martinez,whitechristopher@example.com,Nigeria,7614.39
2658,Christina Bartlett,gardnerrobert@example.org,Korea,2994.21
5359,Katherine Simpson,dennis73@example.net,Costa Rica,5223.43
2477,Angela Scott,jjones@example.com,Barbados,9417.15
3126,Ivan Lee,charles27@example.org,Kyrgyz Republic,5172.89
4592,Kenneth Nichols,monicaroberts@example.com,Saint Kitts and Nevis,5679.47
3536,John Rodriguez,xbrown@example.org,Bolivia,6109.76
1650,Mr. John Morrison,lauralynn@example.org,South Africa,505.48
6966,Kenneth Jones,smithvincent@example.org,New Caledonia,8559.88
3353,Cristina Norton,sharon02@example.com,Russian Federation,9999.03
3921,Karen Mendez,tyler62@example.com,Egypt,7203.07
3222,Keith Wilson,craigharris@example.com,Montenegro,5273.99
1057,Tammy Wall,jody16@example.com,Suriname,3681.64
5035,Dan Schmidt,leslierobinson@example.net,Denmark,4483.95
9687,Chase Nelson,frichardson@example.net,Djibouti,5593.06
2133,David Davis,michael39@example.org,Dominica,9016.73
1949,Jennifer Wilson,lramirez@example.net,Philippines,4183.92
4136,Jessica Johnson,stefanienguyen@example.com,Saint Lucia,8438.81
5668,Sherry Davis,warrenerika@example.net,Cook Islands,5883.09
9092,Mr. Derrick Brooks,mannjames@example.net,Benin,9158.2
1277,Joshua Brown,whitneyandrew@example.com,Eritrea,4194.71
5078,Maria Branch,patrick48@example.net,Bermuda,5846.5
4395,Casey Johnson,samantha20@example.com,Greenland,1323.15
8561,Ashley Hendricks,maciaskathy@example.com,Holy See (Vatican City State),5294.92
8098,Joshua Booth,dylan44@example.net,Barbados,7641.4
9016,Troy Williams,eestrada@example.org,British Virgin Islands,2328.94
8813,John Nelson,gallaghersusan@example.com,Saint Pierre and Miquelon,2479.2
5500,Michael Bailey,meghanjohnson@example.com,Turkmenistan,790.06
5980,Amanda Olson,dorothycarroll@example.org,Botswana,126.99
2113,Jeremy Robinson,milesbridget@example.net,Albania,2200.46
3478,Jade Harris,nhowe@example.com,Cocos (Keeling) Islands,9476.13
2991,Ricky Kent,erowe@example.com,Colombia,787.63
7189,Gabriela Green,kennethburgess@example.org,Brunei Darussalam,2394.19
7479,Riley Flores,robertsabigail@example.com,Poland,6597.05
4750,Stephanie Davis,austinmooney@example.net,Austria,7048.83
8425,Tricia Williams,ismith@example.net,Cote d'Ivoire,2579.07
1826,Robert Mitchell,carteradam@example.net,Solomon Islands,6744.31
8591,Michelle Hawkins,mejiacatherine@example.net,El Salvador,2696.34
9650,Holly Dodson,dennisburns@example.com,Puerto Rico,4147.92
1020,Melissa Campbell,amanda86@example.com,Egypt,4922.27
7953,Andrea Watkins,julie99@example.net,Turkey,5204.19
1425,Angela James,fitzpatrickdean@example.org,Seychelles,6045.12
9068,Lawrence Hernandez,paul75@example.org,Guinea-Bissau,370.0
8419,Jane Silva,greenkristen@example.org,Ecuador,4483.2
1007,Rachel Young,osmith@example.net,Anguilla,6495.89
6349,Stacy Jordan,riveraleon@example.org,Georgia,8210.08
8245,Michael Fox,carriechase@example.org,Solomon Islands,5074.36
8408,Jared Miller,nroberts@example.com,Slovakia (Slovak Republic),7115.13
6185,Molly Cook,joycekevin@example.net,Nepal,1603.76
7072,Tammy Carter,dayapril@example.net,Sierra Leone,4342.36
8670,George Gross,matthewaguirre@example.net,Germany,8414.64
3190,Robert West,travis33@example.com,Cuba,6327.57
1785,Shane Sanchez,tvalenzuela@example.net,New Zealand,1999.83
6596,Jeffery Thomas,pittmanronald@example.org,South Georgia and the South Sandwich Islands,2690.79
2775,Stacy Miller,mdavis@example.com,Sao Tome and Principe,5867.36
9180,Mark Bradford,leonarddesiree@example.net,United States Minor Outlying Islands,1206.28
3182,Heather Tucker,jharvey@example.net,Vietnam,2504.72
5618,Robert Mccormick,myerslaura@example.net,Malaysia,7478.51
7659,Michael Young,wrightjeremy@example.net,San Marino,3030.54
3528,Michelle Olson,pshannon@example.net,Niger,7530.86
2404,Susan Sherman,claytongonzales@example.com,North Macedonia,9366.96
6061,Alyssa Reyes,denise50@example.com,Western Sahara,8252.86
4478,Bianca Bell,travis92@example.org,Bermuda,3865.01
6514,Shaun Williams,stephanie31@example.net,Martinique,6408.72
8432,Paul Roberts,moranhoward@example.com,Brazil,744.27
9516,Stephanie Gutierrez,gduke@example.net,Uganda,6101.42
3282,Bill Munoz,etrevino@example.com,Barbados,5844.15
2490,Patrick Moore,mphillips@example.com,Zambia,4184.59
1493,Robert Park,xanderson@example.org,Saudi Arabia,1039.77
7758,Elizabeth Robbins,qdavies@example.net,Slovenia,8292.33
3149,Curtis Harris,nguyenwendy@example.com,Saint Vincent and the Grenadines,3039.64
1356,Sarah Mathis,rramirez@example.com,Japan,1226.67
7124,Frank Marks,allisonfowler@example.net,Sierra Leone,7225.79
9156,Danielle Johnson,tyler31@example.net,Myanmar,5008.6
9281,Tonya Day,krystalhendricks@example.net,Myanmar,251.27
7294,Sara Cooper,jbrady@example.org,United Kingdom,995.43
8777,Shelly Beck,benjamincrawford@example.net,Liechtenstein,4350.46
6328,Samantha Brown,tammy05@example.com,Cote d'Ivoire,2399.15
6530,Wendy Lutz,perryparsons@example.net,Cuba,201.1
3682,Kyle Cook,whuang@example.net,Sao Tome and Principe,5754.43
9416,Nicholas Mullins,mary58@example.org,Australia,6093.21
1040,Donald Gonzalez,bensonlisa@example.org,Guernsey,9082.3
9865,James Rowe,bmoody@example.org,Somalia,2744.41
8610,Edward Butler,martinwest@example.org,Hong Kong,2562.6
7442,Chelsea Miranda,holson@example.com,Uganda,9902.75
4490,Linda Peters,zachary81@example.org,Namibia,9621.55
4130,Candice Brennan,lindajacobs@example.org,American Samoa,6238.67
4075,Anthony Williams,taylorsteven@example.org,Bolivia,720.35
9983,Mr. Dale Gray,pricecharles@example.net,China,4790.51
8327,Kelly Liu,margaret28@example.net,Samoa,8985.43
6911,Gary Wagner,powellmark@example.net,Switzerland,6824.34
2254,Kaitlyn Williams,kimberlybarry@example.org,Libyan Arab Jamahiriya,3292.01
8926,Casey Buckley,rachel39@example.net,Finland,3021.74
9456,Judith Bell,sjohnson@example.com,Grenada,1609.74
9100,Jason Frost,janice20@example.org,Comoros,3124.65
1390,Rebecca Chavez,hutchinsonjesse@example.com,Mongolia,9091.47
7731,Ms. Amanda Mccall MD,aclark@example.net,Afghanistan,1763.63
4660,Joshua Brown,utorres@example.net,Dominican Republic,4626.3
9538,Michael Conley,zvaughn@example.org,Samoa,8679.85
9804,Katie Williamson,derekwest@example.com,Malta,3396.41
1457,Eric Olson,kirkdaniel@example.com,Azerbaijan,223.71
8648,Debra Johnson,gmclaughlin@example.org,Kuwait,6395.37
6880,Jason Bonilla,crystalwatts@example.org,Aruba,6260.28
7068,Mr. Seth Kelley DDS,oliverterri@example.net,Denmark,748.32
2308,Anna Mcdaniel,gerald48@example.com,Saint Helena,8602.24
7309,Daniel Hickman,hstone@example.com,Wallis and Futuna,6434.18
2635,Lauren Morrison,burnettvalerie@example.org,Kyrgyz Republic,9902.93
